companyName,title,min_years,max_years,location,work_from_home,femaleCandidate,differentlyAbled,exDefence
Vikgol,Technical Content Writer - API Documentation (1-2 yrs),1,2,Bangalore,0,0,0,0
Vikgol,Vikgol - Technical Content Writer (1-2 yrs),1,2,Bangalore,0,0,0,0
Infinite Computing Systems Pvt Ltd,Technical Writer - Authoring Tools (2-4 yrs),2,4,Bangalore,0,0,0,0
Yo HR Consultancy,Technical Writer (4-5 yrs),4,5,Bangalore,0,0,0,0
Awign,VMware Consultant - ESXi/Active Directory (8-10 yrs),8,10,Anywhere in India/Multiple Locations,0,0,0,0
Unnati,DevOps Engineer - IT Automation & Infrastructure (3-4 yrs),3,4,Delhi NCR,0,0,0,0
Truminds Software Systems Pvt. Ltd.,LTE/5G Core Network Developer - C/C++ (4-14 yrs),4,14,"Bangalore,Delhi NCR",0,0,0,0
Truminds Software Systems Pvt. Ltd.,Data Plane Developer - DPDK/IP Networking (4-15 yrs),4,15,"Bangalore,Gurgaon/Gurugram,Hyderabad,Chennai",0,0,0,0
Ernst and Young Services Pvt. Ltd,EY - AWS Cloud Engineer - IaaS/PaaS/SaaS (4-8 yrs),4,8,Pune,0,0,0,0
Antal International,Senior Product Manager (5-15 yrs),5,15,Anywhere in India/Multiple Locations,0,0,0,0
Benovymed Healthcare Private Ltd,Benovymed - Assistant Vice President/Director/General Manager/Manager - Product Management (4-13 yrs),4,13,"Delhi NCR,Noida,Gurgaon/Gurugram",0,0,0,0
Intandemly,Intandemly - Product Owner (5-10 yrs),5,10,Hyderabad,0,0,0,0
Intandemly,Intandemly - Product Owner - Strategy & Roadmap (8-12 yrs),8,12,Hyderabad,0,0,0,0
Axcess Consultancy services,Product Manager - Trading Platform (5-8 yrs),5,8,Anywhere in India/Multiple Locations,0,0,0,0
Pocket FM,Pocket FM - Data Scientist/Senior Data Scientist - Python/SQL (3-7 yrs),3,7,Anywhere in India/Multiple Locations,1,0,0,0
Pocket FM,Pocket FM - Research Engineer - Generative AI (2-5 yrs),2,5,Any Location,1,0,0,0
KreditBee,KreditBee - Senior Data Scientist - Python/SQL (2-4 yrs),2,4,Bangalore,0,1,0,0
Tech Mahindra,Tech Mahindra - Hadoop Administrator - Hive/Big Data (4-8 yrs),4,8,"Bangalore,Hyderabad,Pune",0,0,0,0
A Client of New Era India,Data Engineer - Python/Spark (7-10 yrs),7,10,Bangalore,0,0,0,0
A Client of New Era India,Data Analyst - Power BI/Tableau - Finops (7-10 yrs),7,10,Bangalore,0,0,0,0
Agnext Technologies,AgNext Technologies - Android Developer - Java/Kotlin (2-8 yrs),2,8,"Chandigarh,Others",0,0,0,0
LoveLocal (formerly m.Paani),LoveLocal - Senior Android Developer - Java/Kotlin (5-9 yrs),5,9,Bangalore,0,1,0,0
Unnati,Junior Flutter App Developer - Android/iOS (2-4 yrs),2,4,Delhi NCR,0,0,0,0
Finxera,Finxera - PHP Developer - MySQL (5-10 yrs),5,10,Chandigarh,0,0,0,0
BUSINESSNEXT,BUSINESSNEXT - UI Developer - HTML5/CSS3 (2-4 yrs),2,4,Noida,0,0,0,0
Mobifly,Quality Assurance Analyst - Defect/Bug Reports - Internship (0-1 yrs),0,1,Gurgaon/Gurugram,0,0,0,0
Acumont Solution Pvt Ltd,Software Tester - Mobile/Web Apps Testing (3-5 yrs),3,5,Bangalore,0,0,0,0
Cientra Techsolutions,LTE Testing Engineer - Protocol Testing (1-5 yrs),1,5,"Bangalore,Hyderabad",0,0,0,0
Information Technology and Services,Test Engineer - Manual Testing (2-5 yrs),2,5,Mumbai,0,0,0,0
Deqode,UI/UX Designer - Photoshop/Illustrator (1-4 yrs),1,4,"MP,Pune",0,0,0,0
Ellementry,Ellementry - Product Designer - UI/UX Design (0-3 yrs),0,3,Jaipur,1,0,0,0
HealthReflect,HealthReflect - Product Manager - UI/UX (0-3 yrs),0,3,Jaipur,1,0,0,0
Toppersedge.com,APEX Consultant (6-8 yrs),6,8,"Bangalore,Chennai,Hyderabad,Pune,Noida",0,0,0,0
Recruitment Firm,IoT Lead Engineer - Embedded Platform (6-11 yrs),6,11,Bangalore,0,0,0,0
Cientra Techsolutions,Android Kernel Developer - Camera Calibration (4-8 yrs),4,8,Bangalore,0,0,0,0
Cientra Techsolutions,Datacom Developer - C/C++ Programming (4-10 yrs),4,10,Bangalore,0,0,0,0
Cientra Techsolutions,Firmware/Low Level Developer - WLAN/RTOS/RF Design (2-7 yrs),2,7,"Bangalore,Chennai",0,0,0,0
Change Leaders,Business Analyst (10-20 yrs),10,20,"Gurgaon/Gurugram,Hyderabad",0,0,0,0
Recruitment Firm,Program Manager - BFSI Domain (12-20 yrs),12,20,Mumbai,0,0,0,0
Huquo,Scrum Master/Manager/Senior Manager (7-12 yrs),7,12,"Gurgaon/Gurugram,Bangalore",0,0,0,0
Talent500,Scrum Master II (3-6 yrs),3,6,Hyderabad,0,0,0,0
Selrom Software,Project Manager (3-6 yrs),3,6,Bangalore,0,0,0,0
Success Pact,Senior Technical Writer (3-6 yrs),3,6,Gurgaon/Gurugram,0,0,0,0
Angel and Genie,Technical Writer (3-5 yrs),3,5,Bangalore,0,0,0,0
SKS Enterprises,Technical Writer (2-3 yrs),2,3,Others,0,0,0,0
Sw softtech,SW SOFTTECH - Senior Technical Content Writer (1-3 yrs),1,3,Others,0,1,0,0
Wolves Recruitment and Staffing Pvt Ltd,Infrastructure Engineer - Batch Execution Management (5-12 yrs),5,12,Gurgaon/Gurugram,0,0,0,0
Finxera,Finxera - Identity Access Management Engineer - Privilege Access Management Solutions (2-10 yrs),2,10,Chandigarh,0,0,0,0
Kyndryl,Kyndryl - WAS Administrator (3-5 yrs),3,5,Navi Mumbai,0,1,1,0
IndusInd Bank,IndusInd Bank - Team Lead - Finacle Customization (12-17 yrs),12,17,"Mumbai,Chennai",0,0,0,0
Career Foresight HR Solutions,Senior Product Manager - Roadmap & Strategy (10-15 yrs),10,15,Coimbatore,0,0,0,0
Episeio Business Solutions,Product Manager - Roadmap & Strategy (5-12 yrs),5,12,Navi Mumbai,0,0,0,0
SquareRoot,Senior Product Manager - Strategy & Roadmap (4-10 yrs),4,10,Bangalore,0,0,0,0
Sangat career management consultants,Product Manager - eCommerce/Payment (6-14 yrs),6,14,Chennai,0,0,0,0
JP Morgan Chase,JP Morgan Chase - Software Engineer - Data Analytics (2-3 yrs),2,3,Mumbai,0,1,1,0
EY,EY - Analytics Consultant - BI Tools/Python (3-10 yrs),3,10,Anywhere in India/Multiple Locations,0,1,0,0
Ernst Young,EY - AWS Data Engineer - Business Intelligence/Analytics (5-8 yrs),5,8,Anywhere in India/Multiple Locations,0,0,0,0
AB InBev,AB InBev - Senior Data Architect - Azure Data Factory/Databricks (10-15 yrs),10,15,Bangalore,0,1,0,0
Unnati,Senior Flutter App Developer - Dart Programming (4-6 yrs),4,6,Delhi NCR,0,0,0,0
Peoplestrong,Mobile Platform Lead - iOS/Android (8-10 yrs),8,10,Pune,0,1,0,0
Samsung Electro Mechanics,Samsung - Android Developer - Java/Kotlin (2-6 yrs),2,6,Bangalore,0,0,0,0
LambdaTest,LambdaTest - iOS Developer - SWIFT/Objective C (2-6 yrs),2,6,Noida,0,0,0,0
Gomechanic,GoMechanic - Android Developer - Java/Kotlin (5-10 yrs),5,10,Gurgaon/Gurugram,0,0,0,0
Robosoft Technologies,"Java Architect/Lead (Spring boot, Microservices, Design Patterns) - Immediate joiners (12-18 yrs)",12,18,"Bangalore,Any Location",0,0,0,0
Paytm,Paytm - .Net Developer - C#/ASP/SQL Server (2-8 yrs),2,8,"Noida,Bangalore",0,0,0,0
Magicbricks (Times Group),Magicbricks - Java Full Stack Technical Lead -  React.js/Spring (10-15 yrs),10,15,Bangalore,0,0,0,0
Robosoft Technologies,Robosoft Technologies - Python Django Lead/Architect (6-14 yrs),6,14,"Bangalore,Pune,Mumbai",0,0,0,0
Robosoft Technologies,Robosoft Tech - Senior ASP/VBScript Developer - System Architecture (4-7 yrs),4,7,Noida,0,0,0,0
LenDenClub,Lendenclub - Senior Frontend Developer - React.js (5-10 yrs),5,10,Mumbai,0,0,0,0
Robosoft Technologies,Robosoft Technologies - React.js Lead/Architect - Frontend Architecture (6-15 yrs),6,15,Bangalore,0,0,0,0
Robosoft Technologies,Robosoft Technologies - Front End Lead/Architect - AngularJS/Javascript/React.js (8-12 yrs),8,12,Bangalore,0,0,0,0
Robosoft Technologies,Robosoft Technologies - Javascript Developer - React.js/Webpack (5-8 yrs),5,8,Bangalore,0,0,0,0
AOS,ETL Test Analyst (1-13 yrs),1,13,"Odisha,Karnataka,Bangalore,Bhubaneshwar,Cuttack,Mysore,Others",0,0,0,0
Notionmindz Technology LLP,Notionmindz Technology - Functional Test Engineer - API Testing (5-10 yrs),5,10,"Saudi Arabia,Overseas/International",0,0,0,0
Sourcetal Hiretech,Quality Assurance Manager - Automation/API Testing (8-13 yrs),8,13,Bangalore,0,0,0,0
Gloify,Automation Test Engineer - Embedded System (4-5 yrs),4,5,Pune,0,0,0,0
Pyramid IT Consulting,Automation Test Engineer - Appium/Selenium (5-8 yrs),5,8,Anywhere in India/Multiple Locations,0,0,0,0
Reward360,Senior UI/UX Designer - Adobe XD/Sketch (5-7 yrs),5,7,Bangalore,0,0,0,0
skillgigs,Graphic Designer - Photoshop/After Effects (2-3 yrs),2,3,Anywhere in India/Multiple Locations,1,0,0,0
Zyoin,Senior Product Designer - Figma/Photoshop/After Effects (2-15 yrs),2,15,Bangalore,0,0,0,0
techfynder,UI Designer - Photoshop/Illustrator/Storyboard (0-15 yrs),0,15,Anywhere in India/Multiple Locations,0,0,0,0
Rio HR,Graphic Designer - Video Editing/Infographics (2-8 yrs),2,8,Mumbai,0,0,0,0
Zkonsult Innovative Solutions Private Limited,SAP Fiori Consultant - Support & Implementation (6-10 yrs),6,10,Noida,0,0,0,0
Virtue Software Technologies,Oracle Cloud Fusion Developer - OTBI/Analytics Cloud (6-13 yrs),6,13,"Bangalore,Hyderabad,Chennai",0,0,0,0
Changeleaders Counsultancy,Cloud OTM Consultant - Logistics Management & Solution Design (6-12 yrs),6,12,Bangalore,0,0,0,0
Acumont Solutions,Senior Manager - Embedded System (8-15 yrs),8,15,Delhi,0,0,0,0
TechnoScience,Senior Engineer - Firmware Design (2-6 yrs),2,6,"Mumbai,Navi Mumbai",0,1,0,0
Cientra Techsolutions,Embedded Engineer - SoC/Firmware/OpenWRT (4-9 yrs),4,9,Bangalore,0,0,0,0
Rabbit & Tortoise Technology Solutions Pvt. Ltd.,Rabbit & Tortoise Technology Solutions - Software Engineer - COBOL/JCL/DB2 (4-7 yrs),4,7,Pune,0,0,0,0
Episeio Business Solutions,Program Manager - SaaS (3-8 yrs),3,8,Navi Mumbai,0,0,0,0
Recruitment Firm,Project Manager (10-15 yrs),10,15,"Coimbatore,Bangalore",0,0,0,0
Huquo,Scrum Master - Agile/Kanban Methodologies (7-8 yrs),7,8,"Gurgaon/Gurugram,Bangalore",0,0,0,0
GRAZITTI INTERACTIVE LLP,Technical Project Manager - Agile Methodologies (3-5 yrs),3,5,Chandigarh,0,0,0,0
SM IT SERVICES,Senior Business Analyst (9-12 yrs),9,12,Navi Mumbai,0,0,0,0
Recruitment Consultancy,Business System Analyst (2-7 yrs),2,7,"Hyderabad,Overseas/International",1,1,0,0
ANVETA MANPOWER SOLUTIONS PRIVATE LIMITED,Senior Developer - Mowbly (3-15 yrs),3,15,"Mumbai,Navi Mumbai,Maharashtra",0,0,0,0
AMBC,SEO Analyst (0-2 yrs),0,2,Madurai,0,0,0,0
Hyrefox,AKAdobe Analytics Engineer - Tag Management System (0-4 yrs),0,4,Others,0,0,0,0
Neudesic Technologies Pvt. Ltd,Neudesic Technologies - Azure Data Engineer - ETL/Data Pipeline (5-10 yrs),5,10,"Hyderabad,Bangalore,Cochin/Kochi",0,0,0,0
Priority Technology Holdings,Priority Technology Holdings - Technical Writer (4-8 yrs),4,8,Chandigarh,0,0,0,0
TechChefz (TCZ Digital PVT LTD),TechChefz - AEM Content Author (2-5 yrs),2,5,Anywhere in India/Multiple Locations,1,0,0,0
WNS GLOBAL SERVICES PRIVATE LIMITED,WNS - Technical Lead - IT Strategy & Consulting (15-17 yrs),15,17,"Mumbai,Bangalore,Pune,Gurgaon/Gurugram",0,1,0,0
WNS GLOBAL SERVICES PRIVATE LIMITED,WNS - Application Support - Service Desk Portfolio (18-24 yrs),18,24,"Pune,Gurgaon/Gurugram",0,1,0,0
Tech Mahindra,Tech Mahindra - Webmethods Developer - JDBC/XML (5-8 yrs),5,8,"Bangalore,Hyderabad,Pune,Noida",0,0,0,0
HCL Technologies Ltd.,HCL Technologies - Golang Developer - CI/CD Pipeline/Jenkins (5-10 yrs),5,10,"Hyderabad,Bangalore",0,0,0,0
Asteria Aerospace Pvt Ltd,Asteria Aerospace - Senior System Administrator - MCSE/Windows Server (3-8 yrs),3,8,Bangalore,0,0,0,0
LiquiLoans,LiquiLoans - Product Manager - Roadmap & Strategy (4-8 yrs),4,8,Mumbai,0,0,0,0
LiquiLoans,LiquiLoans - Product Manager - Roadmap & Strategy (3-5 yrs),3,5,Mumbai,0,0,0,0
Cred Flow,Credflow - Product Manager - Lending/Fintech Platform (6-10 yrs),6,10,Noida,0,0,0,0
SquareRoot,Product Manager - AI/ML (5-12 yrs),5,12,"Anywhere in India/Multiple Locations,Bangalore",0,0,0,0
BOB Financial Solutions Ltd,BoB Financial Solutions - Manager/Assistant Manager - IT Product Management (4-15 yrs),4,15,Mumbai,0,0,0,0
Awign,Adobe Analytics Developer - Web Analytics/Tealium IQ (2-5 yrs),2,5,"Bangalore,Pune",0,0,0,0
Get My Parking,Get My Parking - Principal Data Scientist - Machine Learning (6-12 yrs),6,12,Bangalore,0,0,0,0
Intelligence Node,Intelligence Node - Data Scientist - Python/Machine Learning (2-4 yrs),2,4,Mumbai,0,0,0,0
Intelligence Node,Intelligence Node - Power BI Developer - Data Analytics (3-5 yrs),3,5,Mumbai,0,0,0,0
Get My Parking,Get My Parking - Principal Data Scientist - R/Python (5-15 yrs),5,15,Bangalore,0,0,0,0
Cube Wealth,Junior Android Developer - Java/SDL/Kotlin (0-2 yrs),0,2,Anywhere in India/Multiple Locations,0,0,0,0
Beato,Beato - iOS Developer - SWIFT/Cocoa Touch (3-7 yrs),3,7,Mumbai,0,0,0,0
Comviva Technologies,Comviva - Android Developer - Java/Kotlin (6-9 yrs),6,9,Bhubaneshwar,0,0,0,0
Comviva Technologies,Comviva - iOS Developer - Objective C/Xcode (6-9 yrs),6,9,Bhubaneshwar,0,0,0,0
Rooter,Rooter Sports Technologies - iOS Developer - Mobile App Designing (3-7 yrs),3,7,"Delhi NCR,Gurgaon/Gurugram,Noida",0,0,0,0
Winspark Innovations Learning Private Limited,Ruby On Rails Developer - AngularJS/Backbone.js (1-4 yrs),1,4,Gurgaon/Gurugram,0,0,0,0
New Era India,Senior Software Engineer - Ruby on Rails (6-9 yrs),6,9,Hyderabad,0,0,0,0
Finoit Technologies,Senior PHP Engineer - Zend/Laravel Framework (3-8 yrs),3,8,Any Location,1,0,0,0
Publicis Sapient,Publicis Sapient - Java Developer - Spring/Microservices Architecture (5-12 yrs),5,12,"Anywhere in India/Multiple Locations,Pune,Delhi NCR,Noida,Gurgaon/Gurugram,Bangalore",0,0,0,0
Extramarks Education India Pvt. Ltd,Extramarks - Full Stack Developer - React.js/Node.js/Python (2-3 yrs),2,3,Noida,0,0,0,0
PeopleStrong,Deputy General Manager - Mobile & Web Applications (11-20 yrs),11,20,Pune,0,0,0,0
Shopsense Retail Technologies Pvt. Ltd,Software Development Engineer I/II/III - Frontend Architecture (2-10 yrs),2,10,Mumbai,0,0,0,0
Awign,React.js Developer - HTML5/CSS3 (4-7 yrs),4,7,"Bangalore,Hyderabad,Chennai,Pune",0,0,0,0
Country Delight,Country Delight - Senior Angular Developer - HTML/CSS/Javascript (2-8 yrs),2,8,Gurgaon/Gurugram,0,0,0,0
Publicis Sapient,Publicis Sapient - React.js Developer - Progressive Web App (5-7 yrs),5,7,"Anywhere in India/Multiple Locations,Noida,Gurgaon/Gurugram,Mumbai,Bangalore,Pune,Hyderabad",0,0,0,0
Recruitment Firm,Automation Testing Engineer - Software Quality Assurance (5-7 yrs),5,7,Bangalore,0,0,0,0
Sourceone Staffing & Consulting Pvt Ltd,Quality Assurance Engineer - Automation Testing (4-6 yrs),4,6,Bangalore,0,0,0,0
Mobile programming,Quality Assurance Automation Tester - API Testing (4-8 yrs),4,8,Anywhere in India/Multiple Locations,0,1,1,1
Maveric systems,Maveric Systems - Software Development Engineer - Test - API/Performance Testing (7-14 yrs),7,14,"Bangalore,Chennai,Pune",0,0,0,0
ffreedom App,ffreedom - UI Designer - Figma/Prototyping Tools (3-5 yrs),3,5,Bangalore,0,0,0,0
ILogix Infotech,iLogix Infotech - Graphic Designer - Photoshop/Illustrator (2-5 yrs),2,5,Ahmedabad,0,0,0,0
Musquare tech,UI/UX Designer - Prototyping/Wireframing Tools (2-5 yrs),2,5,Hyderabad,0,0,0,0
Benchire,UI/UX Designer - Figma/Adobe XD (2-6 yrs),2,6,"Bangalore,Noida",0,0,0,0
Macropace Technologies,Oracle Apps Technical Consultant - Java/Webservices (5-10 yrs),5,10,Bangalore,0,0,0,0
Axcess Consultancy Services,SAP PP Consultant - Support & Implementation (6-9 yrs),6,9,Odisha,0,0,0,0
SRS Infoway,SAP Basis Consultant - Netweaver/HANA Module (5-9 yrs),5,9,Anywhere in India/Multiple Locations,0,0,0,0
harjai computers,SAP WM Consultant - Implementation & Support (4-7 yrs),4,7,"Anywhere in India/Multiple Locations,Mumbai",0,0,0,0
TOTLRPO,Senior Developer - SAP Datasphere (4-6 yrs),4,6,"Anywhere in India/Multiple Locations,Bangalore",0,0,0,0
Toppersedge.com,Oracle DBA Consultant - AIM/UIM Modules (8-14 yrs),8,14,"Mumbai,Noida",0,0,0,0
Discoveries Quintessential Pvt Ltd,Embedded Firmware Specialist - Microcontroller/ARM (4-8 yrs),4,8,Pune,0,0,0,0
Cientra Techsolutions,WLan/Wifi Testing Engineer - WIRESHARK/Network Protocols (2-6 yrs),2,6,Chennai,0,0,0,0
Cientra Techsolutions,Android Linux Driver Developer - Audio Integrated Circuit (4-10 yrs),4,10,Bangalore,0,0,0,0
Techsist Solution Pvt.Ltd.,Embedded C Developer - Communication Protocols (3-6 yrs),3,6,"Mumbai,Chennai",0,0,0,0
Cientra Techsolutions,Technical Manager - Embedded/Firmware/Linux Projects (10-16 yrs),10,16,Bangalore,0,0,0,0
TalentXO,Embedded Developer L3 (4-10 yrs),4,10,"Gurgaon/Gurugram,Bangalore,Chennai,Pune,Hyderabad",0,0,0,0
Pepper Money India,Pepper Money - Technical Project Manager - Scrum/Agile Methodologies (3-10 yrs),3,10,Mumbai,0,0,0,0
Zadok HR,Project Manager (10-15 yrs),10,15,Noida,0,0,0,0
Brainvire Infotech Pvt.Ltd.,Brainvire Infotech - Project Manager - Odoo (8-16 yrs),8,16,"Mumbai,Ahmedabad",0,0,0,0
corpplacements,Business Analyst - Project Management (3-4 yrs),3,4,Bangalore,0,0,0,0
Insight Business Machines Pvt.,Insight Business Machines - Desktop Engineer - Technical Support (1-8 yrs),1,8,Mumbai,0,0,0,0
SARVAJITH INFOTECH,PHP Developer - MySQL/CS-Cart (5-10 yrs),5,10,"Chennai,Bangalore,Kerala",0,0,0,0
Vbeyond,SEO Implementation Specialist (7-12 yrs),7,12,Mumbai,0,1,0,0
NOVAC TECHNOLOGY SOLUTIONS PRIVATE LIMITED,Novac Technology Solutions - Technical Writer (3-9 yrs),3,9,Chennai,0,0,0,0
Vbeyond,Web Developer/Author - Content Management System (2-7 yrs),2,7,Mumbai,0,0,0,0
Wolves Recruitment and Staffing Pvt Ltd,Infrastructure Analyst -  Batch Execution Management (5-9 yrs),5,9,"Anywhere in India/Multiple Locations,Gurgaon/Gurugram",0,0,0,0
Magicbricks (Times Group),Magicbricks - Senior Database Analyst - MariaDB/MySQL (6-10 yrs),6,10,Others,0,0,0,0
KreditBee,KrazyBee - Database Engineer - MySQL (3-5 yrs),3,5,Bangalore,0,0,0,0
SignDesk,MongoDB Developer - DynamoDB/Google Cloud Platform (2-5 yrs),2,5,Bangalore,0,0,0,0
Happiest Minds,SFDC Developer - Apex/Visual Force (4-8 yrs),4,8,Bangalore,0,0,0,0
Saras Analytics,Saras Analytics - Product Manager - Roadmap & Strategy (2-5 yrs),2,5,"Hyderabad,Telangana",0,0,0,0
Shreeniwas,Associate Product Manager (3-6 yrs),3,6,Hyderabad,0,0,0,0
Oyela,Oyela - Product Designer - Figma/Creative Suite (2-4 yrs),2,4,Gurgaon/Gurugram,0,1,0,0
Shreeniwas,Senior Product Manager - Roadmap & Strategy (4-6 yrs),4,6,Anywhere in India/Multiple Locations,0,0,0,0
Awign,Senior Big Data Engineer - Snowflake DB/Azure Databricks (8-10 yrs),8,10,Bangalore,0,0,0,0
Pocket FM,Pocket FM - Senior Product Analyst - Business Intelligence (4-8 yrs),4,8,Anywhere in India/Multiple Locations,0,0,0,0
Maybright Ventures Private Limited,mPokket - Assistant Vice President - Data & Analytics (10-18 yrs),10,18,"Bangalore,Kolkata",0,0,0,0
Crofarm,Crofarm - Data Scientist - Data & Statistical Modeling (3-7 yrs),3,7,Gurgaon/Gurugram,0,0,0,0
sulekha.com,React Native Developer - iOS & Android Platform (2-5 yrs),2,5,Chennai,0,0,0,0
PLUM BENEFITS PRIVATE LIMITED,Plum - Software Engineer III - iOS Applications (5-7 yrs),5,7,Bangalore,0,1,0,0
Mindgate Solutions,Mindgate Solutions - iOS Developer - Objective C/SDK (2-6 yrs),2,6,Navi Mumbai,0,0,0,0
BookMyShow,BookMyShow - Senior Android Developer - Java/Kotlin (6-8 yrs),6,8,Mumbai,0,0,0,0
New Era India,Android Developer - Java/Kotlin (3-5 yrs),3,5,Delhi NCR,0,0,0,0
Newgen Software Technologies,Team Lead - Web Applications (4-7 yrs),4,7,Noida,0,0,0,0
New Era India,Lead Python Developer - Django/Flask (5-10 yrs),5,10,Bangalore,0,0,0,0
Unnati,Backend Developer - Python/Django Framework (3-4 yrs),3,4,Delhi NCR,0,0,0,0
Wingify,Wingify - Full Stack Developer - Frontend & Backend Technologies (2-4 yrs),2,4,Anywhere in India/Multiple Locations,1,0,0,0
Comviva Technologies,Comviva - Technical Architect - Java/Spring Boot/Microservices Architecture (12-15 yrs),12,15,"Bangalore,Gurgaon/Gurugram",0,0,0,0
Robosoft Technologies,Robosoft Technologies - Angular Lead/Architect - Functional Programming (6-15 yrs),6,15,Bangalore,0,0,0,0
BUSINESSNEXT,BUSINESSNEXT - React.js Developer - HTML/CSS/Javascript (2-5 yrs),2,5,Noida,0,0,0,0
Grip Invest,Grip - Software Development Engineer II - Frontend Development (3-6 yrs),3,6,Delhi NCR,0,0,0,0
Publicis Sapient,Publicis Sapient - Lead Javascript Developer - Frontend Architecture (5-11 yrs),5,11,"Anywhere in India/Multiple Locations,Delhi NCR,Mumbai,Bangalore,Hyderabad,Pune,Noida,Gurgaon/Gurugram",1,1,1,1
AOS,Technical Lead - Software Quality Assurance (1-14 yrs),1,14,"Karnataka,Bangalore,Mysore,Cuttack,Bhubaneshwar,Odisha,Others",0,0,0,0
IOT Programming,Performance Test Engineer - JMeter/LoadRunner (1-3 yrs),1,3,Any Location,0,1,1,1
AOS,Software Test Automation Engineer - Functional/Regression Testing (1-14 yrs),1,14,"Karnataka,Bangalore,Mysore,Bhubaneshwar,Cuttack,Others",0,0,0,0
Meved Solutions,Senior Quality Assurance Engineer - Manual/Regression Testing (5-7 yrs),5,7,Nagpur,0,0,0,0
Mobile programming,SAP Basis Consultant - Support & Implementation (4-8 yrs),4,8,Any Location,0,1,1,1
Linkfields Innovations,Oracle SCM Consultant - Integration & Financials (10-16 yrs),10,16,Hyderabad,1,0,0,0
Mobifly,Vertical Head - Enterprise Applications - SAP BU (10-15 yrs),10,15,Gurgaon/Gurugram,0,0,0,0
Visionyle Solutions,Senior SAP SD Consultant - EDI/OTC Modules (7-11 yrs),7,11,Hyderabad,0,0,0,0
Algoleap Technologies,Algoleap Technologies - Oracle AML FCCM Developer - Financial Crime & Compliance (7-12 yrs),7,12,Hyderabad,0,0,0,0
Bacancy Technology Pvt Ltd,Senior Embedded Software Engineer - Microcontroller/RTOS (3-6 yrs),3,6,Ahmedabad,0,0,0,0
Cientra Techsolutions,Linux Internal Developer - C/C++ Programming (5-12 yrs),5,12,Bangalore,0,0,0,0
Blockcube,Blockcube - C++ Developer - Socket Programming (3-5 yrs),3,5,Gurgaon/Gurugram,0,0,0,0
Gloify,Senior Embedded Engineer - Microcontroller/CAPL Scripting (4-6 yrs),4,6,Pune,0,0,0,0
SquareRoot,Solution Delivery Manager - IT Service Delivery (12-16 yrs),12,16,Mumbai,0,0,0,0
Episeio Business Solutions,Project Coordinator (1-5 yrs),1,5,Mumbai,0,0,0,0
Excelra Knowledge Solutions,Excelra - Scrum Master/Technical Project Manager (7-15 yrs),7,15,Anywhere in India/Multiple Locations,0,0,0,0
NMG,Technical Writer (2-4 yrs),2,4,Gurgaon/Gurugram,0,0,0,0
The Math Company,The Math Company - Senior Associate - Presales (4-6 yrs),4,6,Anywhere in India/Multiple Locations,0,0,0,0
TailNode,TailNode - Product Associate/Manager - Strategy & Roadmap (2-6 yrs),2,6,Gurgaon/Gurugram,0,0,0,0
LYBL - Live Your Best Life,LYBL - Product Manager - Strategy & Roadmap (2-5 yrs),2,5,Noida,0,0,0,0
TalentXO,Group Product Manager (Supply-Chain) (9-14 yrs),9,14,Mumbai,0,0,0,0
TalentXO,Technical Product Manager - Roadmap & Strategy (7-10 yrs),7,10,Mumbai,0,0,0,0
EY,EY - Consultant - Data Modeling (5-10 yrs),5,10,Anywhere in India/Multiple Locations,0,0,0,0
EY,EY - Data Analyst (2-10 yrs),2,10,"Delhi NCR,Bangalore,Hyderabad,Kolkata,Chennai,Pune",0,1,0,0
EY,EY - Business Analyst - Data Analytics (4-10 yrs),4,10,Anywhere in India/Multiple Locations,0,1,0,0
Awign,Adobe Analytics Developer (2-6 yrs),2,6,Anywhere in India/Multiple Locations,1,0,0,0
Exponentia,Exponentia.ai - Senior AWS Data Engineer - ETL/Data Modeling (6-12 yrs),6,12,Any Location,0,0,0,0
MyOperator.co,MyOperator - React Native Developer - Android/iOS Platform (3-8 yrs),3,8,Anywhere in India/Multiple Locations,0,0,0,0
BharatPe,BharatPe - Senior Engineering Manager - Java/Spring Frameworks (8-14 yrs),8,14,Mumbai,0,0,0,0
Awign,Senior Java Developer - Spring Boot/Microservices Architecture (5-10 yrs),5,10,"Bangalore,Hyderabad,Chennai,Pune,Gurgaon/Gurugram,Bhubaneshwar",0,0,0,0
Awign,.Net Developer - C#/AWS (4-8 yrs),4,8,"Bangalore,Hyderabad,Chennai,Pune",0,0,0,0
Dtwelve Spaces Pvt Ltd,Stanza Living - Frontend Developer - React Native (0-3 yrs),0,3,Gurgaon/Gurugram,0,0,0,0
Unnati,Junior Frontend Developer - HTML/CSS/Javascript (2-4 yrs),2,4,Delhi NCR,0,0,0,0
Wingify,Wingify - Senior Frontend Engineer - Ember.js/AngularJS (4-6 yrs),4,6,Anywhere in India/Multiple Locations,0,0,0,0
Wingify,Wingify - Lead Engineer - Javascript Core (6-10 yrs),6,10,Anywhere in India/Multiple Locations,0,0,0,0
Property Share Online Platform Ltd,Property Share - Senior Frontend Developer - React.js/HTML/CSS (5-10 yrs),5,10,Bangalore,0,0,0,0
Awign,Senior React.js Developer - Web Apps (6-8 yrs),6,8,Anywhere in India/Multiple Locations,1,0,0,0
RANDSTAD INDIA PVT LTD,Quality Analyst - Manual/Automation Testing (5-8 yrs),5,8,Mumbai,0,0,0,0
