companyName,title,min_years,max_years,location,work_from_home,femaleCandidate,differentlyAbled,exDefence
Paytm,Paytm - Senior Quality Assurance Engineer - Manual & Automation Testing (3-6 yrs),3,6,"Noida,Delhi NCR,Gurgaon/Gurugram,Delhi",0,0,0,0
Samsung Electro Mechanics,Samsung Electro Mechanics - Test Engineer - Android Testing (2-7 yrs),2,7,Bangalore,0,0,0,0
Samsung Electro Mechanics,Samsung Electro Mechanics - Test Engineer - GUI Testing (3-5 yrs),3,5,Bangalore,0,0,0,0
Wolves Recruitment and Staffing Pvt Ltd,Senior Software Engineer - Automation Testing (5-8 yrs),5,8,Bangalore,0,1,0,0
Finxera,Finxera - Senior Quality Assurance Engineer - Functional Testing (5-10 yrs),5,10,Chandigarh,0,0,0,0
Finxera,Finxera - Senior Quality Assurance Engineer - Manual/Functional Testing (5-10 yrs),5,10,Chandigarh,0,0,0,0
Finxera,Finxera - ETL Database Testing - Performance Testing (3-7 yrs),3,7,Chandigarh,0,0,0,0
HR,EY - SQL Test Engineer - ETL/Datawarehouse Testing - Banking Domain (3-7 yrs),3,7,Hyderabad,0,0,0,0
Awign,Golang Tester - JMeter/POSTMAN (3-8 yrs),3,8,"Bangalore,Hyderabad,Chennai,Pune",0,0,0,0
Bharti Airtel Limited,Airtel - Lead Senior Software Development Engineer - Test - Mobile Testing (5-8 yrs),5,8,Gurgaon/Gurugram,0,0,0,0
Bharti Airtel Limited,Airtel - Senior Software Development Engineer - Test - Manual/Automation Testing (2-4 yrs),2,4,Pune,0,0,0,0
Bharti Airtel Limited,Airtel - Senior Software Development Engineer - Test - Manual/Automation Testing (2-4 yrs),2,4,Gurgaon/Gurugram,0,0,0,0
head digital,Head Digital Works - API Test Engineer - Automation Testing (4-9 yrs),4,9,Hyderabad,0,0,0,0
Pocket FM,Pocket FM - Quality Assurance Engineer - Mobile App Testing (2-6 yrs),2,6,"Anywhere in India/Multiple Locations,Any Location",1,0,0,0
Industrybuying.com,Industrybuying.com - Head - QA Automation (6-10 yrs),6,10,Delhi NCR,0,0,0,0
Moengage,MoEngage - Quality Assurance Engineer - Mobile App Testing (1-3 yrs),1,3,Bangalore,0,0,0,0
Country Delight,Country Delight - Quality Assurance/Mobile Application Test Engineer - Manual Testing (2-4 yrs),2,4,"Gurgaon/Gurugram,Hyderabad",0,0,0,0
Easebuzz,Easebuzz - Quality Assurance Lead - Application Testing (3-6 yrs),3,6,Pune,0,0,0,0
FabHotels,FabHotels - Quality Assurance Lead/Manager - Automation Testing (7-13 yrs),7,13,Gurgaon/Gurugram,0,0,0,0
Publicis Sapient,Publicis Sapient - Senior Quality Engineer - Webservices/API Testing (4-10 yrs),4,10,"Bangalore,Gurgaon/Gurugram",0,0,0,0
Publicis Sapient,Publicis Sapient - Senior Quality Engineer - Selenium (4-9 yrs),4,9,"Bangalore,Gurgaon/Gurugram,Mumbai",0,0,0,0
Samsung Electro Mechanics,Samsung - Windows Testing Engineer - Manual/Automation Testing (4-8 yrs),4,8,Bangalore,0,0,0,0
MakeMyTrip,MakeMyTrip - Senior Quality Assurance Engineer - Automation Testing Tools (4-6 yrs),4,6,"Gurgaon/Gurugram,Bangalore",0,0,0,0
DELHIVERY LIMITED,Delhivery - Automation Test Engineer - Selenium/Java (2-4 yrs),2,4,Gurgaon/Gurugram,0,0,0,0
Robosoft Technologies,"Automation Testers (Appium, Java, Selenium) - Immediate joiners  (4-8 yrs)",4,8,"Bangalore,Karnataka,Any Location,Others",0,0,0,0
IndiaLends,Indialends - Lead Manual Test Engineer - Mobile App Testing (5-10 yrs),5,10,Gurgaon/Gurugram,0,0,0,0
Ekanek Networks,Ekanek Networks - QA Lead - Product Testing (4-10 yrs),4,10,Delhi NCR,0,0,0,0
LoveLocal (formerly m.Paani),LoveLocal - QA Lead Engineer - Manual/Automation Testing (8-11 yrs),8,11,Bangalore,0,0,0,0
Niyo Solutions,Niyo Solutions - Engineering Manager - Quality Assurance (9-15 yrs),9,15,Bangalore,0,0,0,0
Simpplr,Automation Test Engineer - Selenium/TestNG (2-5 yrs),2,5,Gurgaon/Gurugram,0,0,0,0
Grip Invest,Grip - Software Development Engineer - Test - Manual/Automation Testing (3-6 yrs),3,6,Delhi NCR,0,0,0,0
KreditBee,KreditBee - Senior Test Engineer - Manual/Automation Testing (4-8 yrs),4,8,Bangalore,0,1,0,0
Publicis Sapient,Publicis Sapient - Automation Quality Analyst - Java/Selenium (5-14 yrs),5,14,Anywhere in India/Multiple Locations,0,0,0,0
Publicis Sapient,Publicis Sapient - Senior Quality Engineer - Automation Testing (4-10 yrs),4,10,"Bangalore,Gurgaon/Gurugram,Noida,Pune,Mumbai,Hyderabad",0,0,0,0
Wingify,Wingify - Software Development Engineer - Test - Manual/Automation Testing (1-3 yrs),1,3,"Anywhere in India/Multiple Locations,Delhi NCR",1,0,0,0
Bharti Airtel Limited,Airtel - Software Development Engineer - Test - Appium/Mobile Testing (2-7 yrs),2,7,"Pune,Gurgaon/Gurugram",0,1,0,0
CarDekho.com,CarDekho - Quality Analyst - Manual/Automation Testing (1-3 yrs),1,3,Jaipur,0,0,0,0
SMARTWORKS COWORKING SPACES PRIVATE LIMITED,Smartworks - Quality Engineer - Automation Testing (4-8 yrs),4,8,Gurgaon/Gurugram,0,1,0,0
LambdaTest,LambdaTest - Automation Test Engineer - Selenium/Appium (1-4 yrs),1,4,Noida,0,0,0,0
Simpplr,Simpplr Software - Automation Test Engineer - Java/Selenium (2-5 yrs),2,5,Gurgaon/Gurugram,1,0,0,0
Happiest Minds,TOSCA Test Engineer - Automation Testing (4-7 yrs),4,7,"Bangalore,Pune",0,0,0,0
Mobileum,Mobileum - Quality Engineering Manager - Telecom Roaming & Analytics Products (10-15 yrs),10,15,Bangalore,0,0,0,0
Mobileum,Mobileum - Senior Quality Engineer - Big Data Testing - Telecom Domain (3-5 yrs),3,5,Bangalore,0,0,0,0
Comviva Technologies,Comviva - Director - Quality Assurance (14-17 yrs),14,17,Gurgaon/Gurugram,0,0,0,0
EY,EY - Data Tester - ETL/Datawarehouse Testing (4-12 yrs),4,12,Anywhere in India/Multiple Locations,0,0,0,0
DELHIVERY LIMITED,Delhivery - Automation Test Engineer - ISTQB/JMeter (2-3 yrs),2,3,Gurgaon/Gurugram,0,0,0,0
FabHotels,FabHotels - Team Lead - Quality Assurance (6-10 yrs),6,10,Gurgaon/Gurugram,0,0,0,0
Happiest Minds,Happiest Minds - L2/L3 Python Test Engineer (4-10 yrs),4,10,Bangalore,0,1,1,0
Publicis Sapient,Publicis Sapient - Automation Quality Engineer - Selenium/TestNG (4-8 yrs),4,8,Anywhere in India/Multiple Locations,0,0,0,0
Capgemini Technology Services India Limited,Capgemini - Test Engineer - Java/Selenium (4-6 yrs),4,6,"Chennai,Pune",0,0,0,0
Finxera IDC,Finxera - Senior Quality Analyst - Software Testing Tools (5-10 yrs),5,10,Chandigarh,0,0,0,0
Capgemini Engineering,Capgemini - Automation Testing Engineer - Python/Mobile Testing (4-6 yrs),4,6,"Pune,Mumbai",0,0,0,0
Mindgate Solutions,Mindgate Solutions - Test Engineer - Manual/Automation Testing (2-5 yrs),2,5,Navi Mumbai,0,0,0,0
Happily Unmarried,HappilyUnmarried.com - Software Test Engineer - Automation/Manual Testing (0-2 yrs),0,2,Delhi,0,0,0,0
Beato,Beato - Quality Assurance Engineer - Manual/Automation Testing (3-7 yrs),3,7,"Mumbai,Gurgaon/Gurugram",0,0,0,0
Purple Panda Fashions Private Limited,Clovia - Automation Test Engineer - API Testing (3-6 yrs),3,6,Delhi NCR,0,0,0,0
Eruvaka Technologies,Eruvaka Technologies - Full Stack Quality Analyst - Automation Testing (7-13 yrs),7,13,"Hyderabad,Vijayawada",0,0,0,0
Publicis Sapient,Manager - Automation Testing (10-14 yrs),10,14,"Bangalore,Mumbai,Delhi NCR,Hyderabad",0,0,0,0
Publicis Sapient,Senior Murex Quality Assurance Consultant - Manual Testing (6-13 yrs),6,13,"Mumbai,Bangalore,Hyderabad,Delhi NCR",0,0,0,0
Testhouse India (Pvt) Ltd.,Testhouse - Test Engineer - Motor Insurance Domain (3-7 yrs),3,7,Trivandrum/Thiruvananthapuram,0,0,0,0
Codemonk.ai,Codemonk - Quality Assurance Engineer - Internship (0-1 yrs),0,1,Bangalore,0,0,0,0
Codemonk.ai,Codemonk - Quality Assurance Engineer - Mobile Testing (3-6 yrs),3,6,Bangalore,0,0,0,0
Metmox,Metmox Software Solutions - Senior Penetration Test Engineer (2-3 yrs),2,3,Hyderabad,0,0,0,0
APTO Solutions,Senior Automation Tester - SmartBear/TestComplete (6-10 yrs),6,10,"Nasik,Pune,Bangalore",0,0,0,0
TARANA WIRELESS INDIA PRIVATE LIMITED,Tarana Wireless - Cloud QA Automation Engineer - Python (6-9 yrs),6,9,Pune,0,0,0,0
TARANA WIRELESS INDIA PRIVATE LIMITED,Tarana Wireless - Senior Network Test Engineer - Wireless Embedded Devices (5-12 yrs),5,12,Pune,0,0,0,0
LotVue India LLP,Quality Assurance Engineer- Automation Testing (3-5 yrs),3,5,"Hyderabad,Anywhere in India/Multiple Locations",0,0,0,0
MSYS SOFTSOL PRIVATE LIMITED,Quality Assurance Engineer - Manual/Automation Testing (5-6 yrs),5,6,Anywhere in India/Multiple Locations,0,0,0,0
Kreditbee,Senior Technical Lead - Loan Management System (7-10 yrs),7,10,Bangalore,0,0,0,0
Miko,Miko - Robotics Engineer - Embedded System (2-5 yrs),2,5,Mumbai,0,0,0,0
Rightbot,Rightbot - Robotics Software Engineer - ROS/C++ (1-2 yrs),1,2,Bangalore,0,0,0,0
TREFLO,Treflo - Engineering Lead - Blockchain (4-8 yrs),4,8,Bangalore,0,0,0,0
Gloify,Blockchain Consultant - Solidity/Hyperledger (3-6 yrs),3,6,Bangalore,0,0,0,0
IOT Programming,Metaverse Developer - Augmented/Virtual Reality (4-8 yrs),4,8,Anywhere in India/Multiple Locations,0,0,0,0
ZestIoT Technologies Pvt Ltd,ZestIoT Technologies - Quality Assurance Manager - Automation Testing Tools (10-15 yrs),10,15,Hyderabad,0,0,0,0
Systematic Ventures,Systematic Ventures - Automation Test Engineer - TestNG/Selenium (2-5 yrs),2,5,Anywhere in India/Multiple Locations,0,0,0,0
Covalense Technologies Private Limited,Covalense Technologies - Quality Assurance Engineer - API/Functional Testing (3-5 yrs),3,5,Hyderabad,0,0,0,0
Vume Interactive Pvt Ltd,Vume Interactive - Quality Assurance Manager - Automation Testing (10-15 yrs),10,15,Bangalore,0,0,0,0
Sunbelt Consulting LLP,Sunbelt Consulting - Software Quality Assurance Engineer - Automation & Manual Testing (5-16 yrs),5,16,Anywhere in India/Multiple Locations,1,1,0,0
Scribe EMR Systems Pvt Ltd,ScribeEMR Systems - Software Quality Assurance Manager (6-12 yrs),6,12,Bangalore,0,0,0,0
Job Store Consulting,Robotics Engineer - ROS/C++ (1-3 yrs),1,3,Coimbatore,0,0,0,0
HR Central,Icertis CLM Consultant - Artificial Intelligence/Machine Learning (4-8 yrs),4,8,Bangalore,0,0,0,0
Career Makers,Research & Development Manager - Blockchain Technologies (4-12 yrs),4,12,Bangalore,0,0,0,0
Innovecture,Innovecture - Senior Developer - Node.js (5-8 yrs),5,8,Anywhere in India/Multiple Locations,0,0,0,0
Tech Alchemy,Tech Alchemy - Blockchain Developer - Solidity/Ethereum (2-5 yrs),2,5,Pune,0,0,0,0
Cankonect Technologies pvt ltd,IoT Development Engineer - MQTT Protocols (2-5 yrs),2,5,Bangalore,0,0,0,0
MaxVal-IP Services Pvt Ltd,MaxVal Group - Senior Automation Tester - Java/Selenium (5-9 yrs),5,9,Coimbatore,0,0,0,0
HyrEzy Talent Solutions,Performance & Test Automation Engineer - Selenium (5-10 yrs),5,10,Pune,0,0,0,0
HyrEzy Talent Solutions,Senior Software Development Engineering - Test - Quality Engineering (4-7 yrs),4,7,Bangalore,0,0,0,0
Satya Infosys,Satya Infosys - Automation Test Engineer - Selenium/ISTQB (4-6 yrs),4,6,Gurgaon/Gurugram,0,0,0,0
Wits Innovation Lab,Wits Innovation Lab - Automation Test Engineer - API Testing (3-6 yrs),3,6,Others,0,0,0,0
AOS,Blockchain Developer - Hyperledger (2-10 yrs),2,10,"Karnataka,Kerala,Cochin/Kochi,Telangana,Chennai,Madurai",0,0,0,0
Spectrum Consulting,Java Solution Architect- Spring Boot (8-15 yrs),8,15,"Coimbatore,Chennai",0,0,0,0
AOS,Blockchain Developer - Smart Contract/Distributed Ledger (2-10 yrs),2,10,"Kolkata,Jharkhand,Bihar,Jamshedpur,Patna,Ranchi,Others",0,0,0,0
Vivirooms Ecomm Pvt Ltd,ViviRooms - Senior Unity Developer - AR/VR Products (5-10 yrs),5,10,Gurgaon/Gurugram,0,0,0,0
Shreeniwas,Prompt Engineer - LLM & NLP (5-10 yrs),5,10,Bangalore,0,0,0,0
Sourceone Staffing & Consulting Pvt Ltd,Cockpit Lead Software Engineer - Computer Vision/Autosar (6-10 yrs),6,10,Bangalore,0,0,0,0
Swiggy,Swiggy - Graphic Designer - InDesign/Photoshop/Illustrator (1-2 yrs),1,2,Bangalore,0,0,0,0
VMock,VMock - Motion Graphic Designer - Adobe Creative Suite (2-4 yrs),2,4,Delhi NCR,0,0,0,0
Meesho,Meesho - Product Designer - Sketch/Figma (0-2 yrs),0,2,"Bangalore,Karnataka",0,0,0,0
MindTickle,Mindtickle -  Lead Visual Designer - Figma/Sketch (10-15 yrs),10,15,"Pune,Bangalore",0,0,0,0
Magicpin,Magicpin - Product Designer - UI/UX (1-4 yrs),1,4,Gurgaon/Gurugram,0,0,0,0
Publicis Sapient,Publicis Sapient - Senior Hybrid Designer - Storyboard/Prototyping Tools (6-10 yrs),6,10,"Mumbai,Hyderabad,Noida,Delhi,Gurgaon/Gurugram,Bangalore",0,0,0,0
Adeptia,Adeptia - Senior Software Test Engineer - Database/Manual Testing (3-7 yrs),3,7,Delhi NCR,1,0,0,0
AppSierra Solutions Pvt Ltd,AppSierra Solutions - Manual Testing Engineer - SQL (2-5 yrs),2,5,Noida,0,0,0,0
HyrEzy Talent Solutions,Quality Assurance Engineer - Chatbot/Automation Testing (3-8 yrs),3,8,Hyderabad,0,0,0,0
Quest Business Solution,Test Analyst - JDA/WMS (4-10 yrs),4,10,Navi Mumbai,0,0,0,0
Sourceone Staffing & Consulting Pvt Ltd,OTT Tester - Multimedia/Application Testing (5-8 yrs),5,8,"Bangalore,Chennai,Hyderabad",0,0,0,0
TalentXO,Automation Tester - Mobile Testing (4-8 yrs),4,8,Coimbatore,0,0,0,0
Antier Solutions Pvt Ltd,Software Engineer - Quorum Technologies (2-7 yrs),2,7,Chandigarh,0,0,0,0
Vivirooms Ecomm Pvt Ltd,ViviRooms - Senior Augmented Reality Developer - Unity3D/C# (5-10 yrs),5,10,Delhi NCR,0,0,0,0
Sykatiya Technology Pvt Ltd,IoT Engineer - Linux OS (8-11 yrs),8,11,Bangalore,0,0,0,0
Yavar Tech Works,Yavar - Artificial Intelligence Architect - Python/Machine Learning (10-15 yrs),10,15,Coimbatore,0,0,0,0
Edinno,EDINNO - Artificial Intelligence Engineer (2-4 yrs),2,4,Noida,0,0,0,0
Vivirooms Ecomm Pvt Ltd,ViviRooms - Unity Developer - Mobile AR/VR Apps (4-8 yrs),4,8,Gurgaon/Gurugram,0,1,0,0
Publicis Sapient,Publicis Sapient - Senior UX Designer - Research & Strategy (7-13 yrs),7,13,"Bangalore,Delhi,Gurgaon/Gurugram,Mumbai,Noida",0,0,0,0
Publicis Sapient,Publicis Sapient - Product Design Lead - Figma/Wireframe (10-15 yrs),10,15,"Bangalore,Hyderabad,Gurgaon/Gurugram,Noida,Pune,Mumbai",0,0,0,0
Finxera,Finxera - UI/UX Designer - Photoshop/Illustrator (4-10 yrs),4,10,Chandigarh,0,0,0,0
Zoomcar,Zoomcar - Product Designer - User-Centered Design (4-8 yrs),4,8,Bangalore,0,0,0,0
New Era India,Lead UI/UX Designer - Figma/Adobe XD (9-15 yrs),9,15,Delhi NCR,0,0,0,0
Unnati,Video Editor - Premiere Pro/After Effects (3-4 yrs),3,4,Delhi NCR,0,0,0,0
AppSierra Solutions Pvt Ltd,AppSierra Solutions - Senior Engineer - Manual Testing (5-8 yrs),5,8,Anywhere in India/Multiple Locations,0,0,0,0
VinseyonTech,Cypress Test Engineer - Automation Testing (3-5 yrs),3,5,Bangalore,0,0,0,0
ProPMO Services Private Limited,Junior Tester - Manual Testing (1-6 yrs),1,6,"Pune,Mumbai,Bangalore",0,0,0,0
Finxera,ETL Tester - Database/Automation Testing (2-8 yrs),2,8,Chandigarh,0,0,0,0
HuQuo,Manger/Senior Manager - Automation Testing (5-10 yrs),5,10,"Gurgaon/Gurugram,Bangalore,Hyderabad,Pune,Mumbai,Chennai,Kolkata",0,0,0,0
Vivirooms Ecomm Pvt Ltd,ViviRooms - Augmented Reality Developer - AR/VR Apps (4-8 yrs),4,8,Gurgaon/Gurugram,0,1,0,0
AOS,Research & Development Manager - Blockchain (2-10 yrs),2,10,"Andhra Pradesh,Tamil Nadu,Odisha,Vishakhapatnam/Vizag,Vijayawada,Chennai,Madurai,Bhubaneshwar,Cuttack",0,0,0,0
Mobiloitte,Mobiloitte - Blockchain Developer - Ethereum/Solidity/Hyperledger (2-6 yrs),2,6,Pune,0,0,0,0
Vivirooms Ecomm Pvt Ltd,ViviRooms - Junior Augmented Reality Developer - Emerging Technologies (2-5 yrs),2,5,Gurgaon/Gurugram,0,1,0,0
Skillventory- A Leading Talent Research Firm,Head Blockchain Developer (15-25 yrs),15,25,"Mumbai,Hyderabad",0,0,0,0
NOBROKER TECHNOLOGIES SOLUTIONS PRIVATE LIMITED,NoBroker - Animator - Photoshop/Illustrator/After Effects (1-3 yrs),1,3,Bangalore,0,0,0,0
Shipway Technology,Shipway Technology - UI/UX Designer - Figma/InVision (4-5 yrs),4,5,Anywhere in India/Multiple Locations,0,0,0,0
NOBROKER TECHNOLOGIES SOLUTIONS PRIVATE LIMITED,NoBroker Technologies Solutions - Animator - Adobe After Effects (1-3 yrs),1,3,Bangalore,0,0,0,0
ZoomCar India Pvt Ltd.,ZoomCar - Product Designer - Photoshop/Sketch (2-6 yrs),2,6,Bangalore,0,0,0,0
NOBROKER TECHNOLOGIES SOLUTIONS PRIVATE LIMITED,Product Animator - Maya/After Effects (1-3 yrs),1,3,Bangalore,0,0,0,0
Industrybuying.com,Industrybuying.com - UI/UX Designer - InVision/Storyboard (2-5 yrs),2,5,Delhi NCR,0,0,0,0
Unnati,SAP Project/Program Manager - Implementation & Support (8-10 yrs),8,10,"Delhi NCR,Hyderabad",0,0,0,0
InfraBeat Technologies,InfraBeat Technologies - SAP Basis Trainee - System Configuration & Installation (0-1 yrs),0,1,Pune,0,0,0,0
InfraBeat Technologies,InfraBeat Technologies - SAP Ariba Consultant - Implementation & Support (4-8 yrs),4,8,Delhi NCR,0,0,0,0
Oracle,Oracle - Oracle Utilities Application Framework Developer (8-20 yrs),8,20,"Hyderabad,Pune,Noida,Bangalore",0,1,0,0
AOS,Software Development Engineer - Test - Selenium/Appium (1-13 yrs),1,13,"Tamil Nadu,Chennai,Coimbatore,Madurai",0,0,0,0
Huquo,Quality Assurance Lead - INGENIUM/Selenium (10-15 yrs),10,15,Gurgaon/Gurugram,0,0,0,0
Test Triangle,Lead Quality Assurance Engineer - Manual & Automation Testing (4-7 yrs),4,7,Hyderabad,0,0,0,0
AOS,Senior Quality Assurance Engineer - Selenium/Mobile Testing (2-11 yrs),2,11,"Odisha,Karnataka,Bangalore,Cuttack,Mysore,Bhubaneshwar",0,0,0,0
Huquo,Assistant Vice President - Quality Analysis (3-10 yrs),3,10,Gurgaon/Gurugram,0,0,0,0
Reed and Willow,Blockchain Developer - Hyperledger (2-12 yrs),2,12,Bangalore,0,0,0,0
Arthan Careers,Vice President - Technology & Product Engineering (12-17 yrs),12,17,Others,0,0,0,0
RNS.ID,RNS.ID - Application Developer - Web3.js/Blockchain (3-6 yrs),3,6,Bangalore,1,1,0,0
The Judge Group,Embedded Software Engineer - ARM Architecture (5-15 yrs),5,15,Anywhere in India/Multiple Locations,1,0,0,0
Antier Solutions Private Limited,Private Blockchain Developer - Hyperledger (1-5 yrs),1,5,"Chandigarh,Others",0,0,0,0
Tech Data Advanced Solutions India Pvt Ltd,Solutions Architect - Cloud/DevOps (7-12 yrs),7,12,Bangalore,0,0,0,0
Niyo Solutions,UX Designer - Prototyping Tools (2-4 yrs),2,4,Bangalore,0,0,0,0
Unnati,Graphics Designer - After Effects/Premiere Pro (3-4 yrs),3,4,Delhi NCR,0,0,0,0
Gametion Technologies,Gametion - Senior 2D Artist - Photoshop/Illustrator (4-10 yrs),4,10,Navi Mumbai,0,0,0,0
MAQ Software,MAQ Software - Senior UX Designer - Adobe Creative Suite (1-4 yrs),1,4,Noida,0,0,0,0
Unnati,UI/UX Designer - Photoshop/Illustrator (3-6 yrs),3,6,Delhi NCR,0,0,0,0
Minions Ventures Pvt Ltd,KredX - Graphic Designer - Photoshop/InDesign (1-3 yrs),1,3,Bangalore,0,0,0,0
GoMassive Earth Network,GoMassive.in - UI/UX Designer - Figma/Sketch (2-4 yrs),2,4,Gurgaon/Gurugram,0,0,0,0
Oracle,Oracle - Oracle SOA Developer - Support & Implementation (5-15 yrs),5,15,Hyderabad,0,1,0,0
PeopleStrong Technologies Pvt. Ltd.,SAP PS Consultant - PM/CS Modules (3-6 yrs),3,6,Anywhere in India/Multiple Locations,0,0,0,0
InfraBeat Technologies,InfraBeat Technologies - SAP Security/GRC Consultant - Support & Implementation (4-8 yrs),4,8,Pune,0,0,0,0
Infrabeat Technologies Pvt Ltd,InfraBeat - Senior SAP Basis Consultant - Project Implementation (4-8 yrs),4,8,"Pune,Bangalore",0,0,0,0
Infrabeat Technologies Pvt Ltd,InfraBeat - SAP Security/GRC Consultant - Support & Implementation (4-8 yrs),4,8,Pune,0,0,0,0
Samsung Semiconductors,Samsung Semiconductors - CAD Engineer - Static Timing Analysis (3-10 yrs),3,10,Bangalore,0,0,0,0
Paytm,Paytm - C++ Developer/Senior Software Engineer (3-6 yrs),3,6,"Noida,Delhi NCR,Gurgaon/Gurugram,Mumbai,Bangalore",0,0,0,0
Happiest Minds,Happiest Minds - Senior Embedded Developer - C/C# (9-13 yrs),9,13,Metros,0,0,0,0
Happiest Minds,Happiest Minds - Senior Software Developer - C++ (9-13 yrs),9,13,Any Location,0,0,0,0
Peel Works,HIL Tester - dSPACE/CAPL Scripting (3-8 yrs),3,8,Chennai,0,0,0,0
AOS,Software Automation Testing Engineer - JMeter/Selenium (1-14 yrs),1,14,"Kerala,Cochin/Kochi,Trivandrum/Thiruvananthapuram",0,0,0,0
GHX INDIA PVT LTD,GHX - Test Engineer - Manual/Application Testing (2-5 yrs),2,5,Hyderabad,0,0,0,0
Connexions,Director - Software Quality Assurance (12-15 yrs),12,15,Gurgaon/Gurugram,0,0,0,0
Global Professional Services,Mobile Automation Engineer - Appium (6-10 yrs),6,10,Pune,0,0,0,0
Recruitment Firm,Automation Test Lead - API/Database Testing (7-10 yrs),7,10,Mumbai,0,0,0,0
Arise Career Solutions,Senior Unity Developer - Augmented Reality (3-8 yrs),3,8,Anywhere in India/Multiple Locations,1,0,0,0
Rattan India Enterprises Limited,RattanIndia - Robotics & Linux System Integrator - Drone/UAV Systems (3-5 yrs),3,5,Delhi,0,1,0,1
Vivirooms Ecomm Pvt Ltd,Vivirooms - Augmented Reality Developer - Android/iOS Apps (5-8 yrs),5,8,Gurgaon/Gurugram,0,0,0,0
RNS,RNS - Application Developer - Blockchain (5-10 yrs),5,10,"Bangalore,Others",1,0,0,0
SkillVentory,Blockchain Developer - Hyperledger/Rust (1-8 yrs),1,8,"Mumbai,Hyderabad",0,0,0,0
Vivirooms Ecomm Pvt Ltd,Vivirooms - Junior Augmented Reality Developer - Unity3D/Virtual Reality (2-5 yrs),2,5,Gurgaon/Gurugram,0,0,0,0
Minions Ventures Pvt Ltd,KredX - Graphic Designer - Photoshop/Illustrator (2-5 yrs),2,5,Bangalore,0,1,0,0
BookMyForex.com,BookMyForex - UI/UX Designer - Photoshop/Illustrator (5-8 yrs),5,8,"Gurgaon/Gurugram,Noida",0,0,0,0
Cuelearn Private Limited,Cuemath - Graphic Designer - Photoshop/Illustrator (5-10 yrs),5,10,Bangalore,0,1,1,0
Mensa Brands,Mensa Brands - Graphic Designer - Creative Suite (5-8 yrs),5,8,Mumbai,0,0,0,0
A Client of New Era India,UX Group Head - Interaction Design (15-22 yrs),15,22,Noida,0,1,0,0
Stanza Living,Stanza Living - UI/UX Designer (3-8 yrs),3,8,Gurgaon/Gurugram,0,0,0,0
Mahindra and Mahindra Ltd,Mahindra Group - Enterprise Architect - TOGAF/API Integration (8-15 yrs),8,15,Mumbai,0,1,0,0
Oracle,Oracle - Oracle BRM Developer (4-15 yrs),4,15,"Pune,Hyderabad,Bangalore,Delhi NCR",0,0,0,0
InfraBeat Technologies,InfraBeat Technologies - SAP SD Consultant - Implementation & Support (3-7 yrs),3,7,Delhi,0,0,0,0
Upgrad Education Private Limited,Upgrad - Project Manager - SAP Customer Module (4-7 yrs),4,7,Bangalore,0,0,0,0
Tata Power,Tata Power - SAP Basis Lead - System Configuration (7-8 yrs),7,8,Mumbai,0,0,0,0
InfraBeat Technologies,InfraBeat Technologies - SAP MM Consultant - Implementation & Support (3-8 yrs),3,8,Delhi,0,0,0,0
Samsung Semiconductors,Samsung Semiconductors - STA Design Engineer (6-20 yrs),6,20,Bangalore,0,0,0,0
Capgemini,Capgemini - Embedded C Developer - RTOS/Microcontroller (6-10 yrs),6,10,"Bangalore,Gurgaon/Gurugram",0,0,0,0
PeopleStrong Technologies Pvt. Ltd.,Hardware Platform Lead - Electronic Control Unit (8-13 yrs),8,13,Pune,0,0,0,0
Paytm,One97 Communications - Firmware Engineer - Embedded C/C++ (4-11 yrs),4,11,Bangalore,0,0,0,0
PeopleStrong,Deputy General Manager - SMTL Infotainment (10-20 yrs),10,20,Pune,0,0,0,0
MediBuddy,MediBuddy - Business Analyst - Process Excellence (1-3 yrs),1,3,Bangalore,0,0,0,0
LambdaTest,Technical Writer (2-5 yrs),2,5,"Noida,Bangalore",0,0,0,0
TORQ IT CONSULTING PRIVATE LIMITED,Technical Writer (3-6 yrs),3,6,Chandigarh,0,0,0,0
MonoCloud,Senior Technical Writer (4-6 yrs),4,6,"Anywhere in India/Multiple Locations,Delhi NCR",1,0,0,0
Busibud Solutions Pvt Ltd,Busibud - Content Strategist - SEO Support (1-3 yrs),1,3,Bangalore,0,0,0,0
Valiance,Valiance Solutions - Data Architect - AWS/Cloud (8-15 yrs),8,15,Bangalore,0,0,0,0
Vidzet Media,Blockchain Project Manager (5-20 yrs),5,20,Any Location,0,0,0,0
Vivirooms Ecomm Pvt Ltd,Vivirooms - Unity Developer - AR/VR Apps (4-8 yrs),4,8,Gurgaon/Gurugram,0,0,0,0
Vidzet Media,AR & VR Project Manager (20-30 yrs),20,30,Any Location,0,0,0,0
Kaarlo Training & HR Solutions Pvt. Ltd,Rust Developer - Blockchain Platform (3-5 yrs),3,5,Tamil Nadu,0,0,0,0
Listed,Listed - Prompt Engineer - Java/Python (1-2 yrs),1,2,Bangalore,0,0,0,0
Listed,Listed - Artificial Intelligence/Machine Learning Engineer (1-2 yrs),1,2,Bangalore,0,0,0,0
Happily Unmarried,Happily Unmarried.com - UI/UX Designer - Wireframe/Prototyping Tools (1-3 yrs),1,3,Delhi NCR,0,0,0,0
Property Share Online Platform Ltd,Property Share - Graphic Designer - Adobe Creative Cloud (3-9 yrs),3,9,Bangalore,0,0,0,0
